trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,other_desc
7,NCT02331056,Not PM,,,,,,,,,
7,NCT02332512,Not PM,,,,,,,,,
7,NCT02335944,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02338011,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02342353,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02345174,Not PM,,,,,,,,,
7,NCT02349633,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02353741,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02364999,Not PM,,,,,,,,,
7,NCT02365662,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT02368990,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02373917,Not PM,,,,,,,,,
7,NCT02374645,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02375022,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02381808,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02393625,Not PM,,,,,,,,,
7,NCT02394496,Human PM,Not Disease,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT02403193,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02404441,Not PM,,,,,,,,,
7,NCT02407366,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02411448,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02416739,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02418234,Not PM,,,,,,,,,
7,NCT02422628,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02437760,Not PM,,,,,,,,,
7,NCT02438722,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02442349,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02450591,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02468661,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02474355,Human PM,More Specific,Different Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02475720,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02485652,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02488694,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02491775,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02496663,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02498613,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02500927,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02502695,Not PM,,,,,,,,,
7,NCT02504489,Not PM,,,,,,,,,
7,NCT02504801,Not PM,,,,,,,,,
7,NCT02511106,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02511847,Human PM,Not Disease,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT02513355,Not PM,,,,,,,,,
7,NCT02514174,Human PM,More Specific,Exact,EGFR (L858R),,,,,Excludes,Matches
7,NCT02518802,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02519972,Not PM,,,,,,,,,
7,NCT02520778,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02525757,Not PM,,,,,,,,,
7,NCT02526537,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02530944,Not PM,,,,,,,,,
7,NCT02535338,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02535507,Not PM,,,,,,,,,
7,NCT02538471,Not PM,,,,,,,,,
7,NCT02540499,Not PM,,,,,,,,,
7,NCT02554591,Not PM,,,,,,,,,
7,NCT02570815,Not PM,,,,,,,,,
7,NCT02575560,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02583282,Not PM,,,,,,,,,
7,NCT02584322,Not PM,,,,,,,,,
7,NCT02588261,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02597738,Not PM,,,,,,,,,
7,NCT02603003,Not PM,,,,,,,,,
7,NCT02611570,Not PM,,,,,,,,,
7,NCT02613637,Not PM,,,,,,,,,
7,NCT02616393,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02618590,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02625168,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02629523,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02630186,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Excludes
7,NCT02630615,Not PM,,,,,,,,,
7,NCT02633189,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02646020,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Excludes
7,NCT02648490,Human PM,More General,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT02655536,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02656082,Not PM,,,,,,,,,
7,NCT02657460,Not PM,,,,,,,,,
7,NCT02665078,Not PM,,,,,,,,,
7,NCT02666105,Not PM,,,,,,,,,
7,NCT02666755,Not PM,,,,,,,,,
7,NCT02677688,Not PM,,,,,,,,,
7,NCT02695290,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02695849,Not PM,,,,,,,,,
7,NCT02705339,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02710396,Not PM,,,,,,,,,
7,NCT02716116,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02716311,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02717221,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02718651,Not PM,,,,,,,,,
7,NCT02729051,Not PM,,,,,,,,,
7,NCT02730247,Not PM,,,,,,,,,
7,NCT02737774,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02738593,Not PM,,,,,,,,,
7,NCT02740894,Not PM,,,,,,,,,
7,NCT02747953,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02755454,Not PM,,,,,,,,,
7,NCT02757092,Not PM,,,,,,,,,
7,NCT02764866,Not PM,,,,,,,,,
7,NCT02769286,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02770014,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02771314,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02771470,Not PM,,,,,,,,,
7,NCT02774278,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Excludes
7,NCT02777567,Human PM,More Specific,Different Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02777658,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02788058,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02788669,Not PM,,,,,,,,,
7,NCT02793713,Not PM,,,,,,,,,
7,NCT02795884,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02803203,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02803619,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02804100,Not PM,,,,,,,,,
7,NCT02804217,Not PM,,,,,,,,,
7,NCT02804646,Not PM,,,,,,,,,
7,NCT02804776,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Excludes
7,NCT02805062,Not PM,,,,,,,,,
7,NCT02805530,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02811354,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02815007,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02819596,Not PM,,,,,,,,,
7,NCT02824458,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02827344,Not PM,,,,,,,,,
7,NCT02833467,Human PM,Exact,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT02839681,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02839707,Not PM,,,,,,,,,
7,NCT02841579,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02846103,Not PM,,,,,,,,,
7,NCT02847377,Not PM,,,,,,,,,
7,NCT02852629,Not PM,,,,,,,,,
7,NCT02853006,Not PM,,,,,,,,,
7,NCT02856893,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02876081,Not PM,,,,,,,,,
7,NCT02886195,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02888743,Not PM,,,,,,,,,
7,NCT02891733,Not PM,,,,,,,,,
7,NCT02893332,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02899754,Not PM,,,,,,,,,
7,NCT02906150,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02914990,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02916329,Not PM,,,,,,,,,
7,NCT02917993,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02930954,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02942043,Not PM,,,,,,,,,
7,NCT02949843,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02954523,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02954809,Not PM,,,,,,,,,
7,NCT02959749,Human PM,More Specific,Different Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT02961270,Not PM,,,,,,,,,
7,NCT02971501,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02973763,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT02989974,Not PM,,,,,,,,,
7,NCT02999672,Not PM,,,,,,,,,
7,NCT03042221,Human PM,More Specific,Exact,EGFR (L858R),,,,,Matches,Matches
7,NCT03050411,Human PM,More Specific,Missing Gene,EGFR (L858R),,,,,Matches,Matches
7,NCT03054038,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT03057340,Not PM,,,,,,,,,
7,NCT03066206,Human PM,More Specific,Different Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT03071705,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT03074513,Not PM,,,,,,,,,
7,NCT03076164,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT03082300,Human PM,More Specific,Missing Variant,EGFR (L858R),,,,,Matches,Matches
7,NCT03084692,Not PM,,,,,,,,,
7,NCT03087448,Not PM,,,,,,,,,
7,NCT03090815,Not PM,,,,,,,,,
8,NCT00001110,Not PM,,,,,,,,,
8,NCT00001238,Not PM,,,,,,,,,
8,NCT00002667,Human PM,More Specific,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT00002822,Not PM,,,,,,,,,
8,NCT00003002,Not PM,,,,,,,,,
8,NCT00003090,Not PM,,,,,,,,,
8,NCT00003159,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT00003284,Not PM,,,,,,,,,
8,NCT00003329,Human PM,More General,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT00003692,Not PM,,,,,,,,,
8,NCT00006017,Not PM,,,,,,,,,
8,NCT00006055,Not PM,,,,,,,,,
8,NCT00019201,Not PM,,,,,,,,,
8,NCT00020007,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT00020202,Not PM,,,,,,,,,
8,NCT00024076,Not PM,,,,,,,,,
8,NCT00031785,Not PM,,,,,,,,,
8,NCT00040794,Not PM,,,,,,,,,
8,NCT00041756,Not PM,,,,,,,,,
8,NCT00050960,Not PM,,,,,,,,,
8,NCT00050973,Not PM,,,,,,,,,
8,NCT00058006,Not PM,,,,,,,,,
8,NCT00061347,Not PM,,,,,,,,,
8,NCT00062335,Not PM,,,,,,,,,
8,NCT00066404,Not PM,,,,,,,,,
8,NCT00073385,Not PM,,,,,,,,,
8,NCT00073398,Not PM,,,,,,,,,
8,NCT00075517,Not PM,,,,,,,,,
8,NCT00077064,Not PM,,,,,,,,,
8,NCT00088933,Not PM,,,,,,,,,
8,NCT00090961,Not PM,,,,,,,,,
8,NCT00102505,Not PM,,,,,,,,,
8,NCT00105677,Not PM,,,,,,,,,
8,NCT00110812,Not PM,,,,,,,,,
8,NCT00123747,Not PM,,,,,,,,,
8,NCT00155116,Not PM,,,,,,,,,
8,NCT00160472,Not PM,,,,,,,,,
8,NCT00173680,Not PM,,,,,,,,,
8,NCT00178230,Not PM,,,,,,,,,
8,NCT00178256,Not PM,,,,,,,,,
8,NCT00180856,Not PM,,,,,,,,,
8,NCT00183820,Not PM,,,,,,,,,
8,NCT00184964,Not PM,,,,,,,,,
8,NCT00185913,Not PM,,,,,,,,,
8,NCT00188162,Not PM,,,,,,,,,
8,NCT00199849,Not PM,,,,,,,,,
8,NCT00218179,Not PM,,,,,,,,,
8,NCT00222651,Not PM,,,,,,,,,
8,NCT00224406,Not PM,,,,,,,,,
8,NCT00242723,Not PM,,,,,,,,,
8,NCT00263731,Not PM,,,,,,,,,
8,NCT00294801,Not PM,,,,,,,,,
8,NCT00301119,Not PM,,,,,,,,,
8,NCT00305617,Not PM,,,,,,,,,
8,NCT00310219,Not PM,,,,,,,,,
8,NCT00314548,Not PM,,,,,,,,,
8,NCT00323089,Not PM,,,,,,,,,
8,NCT00323869,Not PM,,,,,,,,,
8,NCT00326495,Not PM,,,,,,,,,
8,NCT00340340,Not PM,,,,,,,,,
8,NCT00340405,Not PM,,,,,,,,,
8,NCT00343291,Not PM,,,,,,,,,
8,NCT00363805,Not PM,,,,,,,,,
8,NCT00365183,Not PM,,,,,,,,,
8,NCT00393393,Not PM,,,,,,,,,
8,NCT00406276,Not PM,,,,,,,,,
8,NCT00412776,Not PM,,,,,,,,,
8,NCT00420732,Not PM,,,,,,,,,
8,NCT00433407,Not PM,,,,,,,,,
8,NCT00438204,Not PM,,,,,,,,,
8,NCT00450567,Not PM,,,,,,,,,
8,NCT00466752,Not PM,,,,,,,,,
8,NCT00471393,Not PM,,,,,,,,,
8,NCT00471978,Not PM,,,,,,,,,
8,NCT00483015,Not PM,,,,,,,,,
8,NCT00483639,Not PM,,,,,,,,,
8,NCT00487760,Not PM,,,,,,,,,
8,NCT00521287,Not PM,,,,,,,,,
8,NCT00528450,Not PM,,,,,,,,,
8,NCT00531076,Not PM,,,,,,,,,
8,NCT00533949,Not PM,,,,,,,,,
8,NCT00546130,Not PM,,,,,,,,,
8,NCT00547651,Not PM,,,,,,,,,
8,NCT00569985,Not PM,,,,,,,,,
8,NCT00579215,Not PM,,,,,,,,,
8,NCT00579683,Not PM,,,,,,,,,
8,NCT00585195,Human PM,More Specific,Different Variant,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT00620399,Not PM,,,,,,,,,
8,NCT00621049,Not PM,,,,,,,,,
8,NCT00621075,Not PM,,,,,,,,,
8,NCT00655928,Not PM,,,,,,,,,
8,NCT00662038,Not PM,,,,,,,,,
8,NCT00681512,Not PM,,,,,,,,,
8,NCT00693836,Not PM,,,,,,,,,
8,NCT00726037,Not PM,,,,,,,,,
8,NCT00733252,Not PM,,,,,,,,,
8,NCT00736398,Not PM,,,,,,,,,
8,NCT00746759,Not PM,,,,,,,,,
8,NCT00752076,Not PM,,,,,,,,,
8,NCT00752531,Not PM,,,,,,,,,
8,NCT00754923,Not PM,,,,,,,,,
8,NCT00769652,Not PM,,,,,,,,,
8,NCT00823498,Not PM,,,,,,,,,
8,NCT00826033,Not PM,,,,,,,,,
8,NCT00831454,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT00856388,Not PM,,,,,,,,,
8,NCT00862173,Not PM,,,,,,,,,
8,NCT00863512,Not PM,,,,,,,,,
8,NCT00897143,Not PM,,,,,,,,,
8,NCT00897234,Not PM,,,,,,,,,
8,NCT00897533,Not PM,,,,,,,,,
8,NCT00897650,Not PM,,,,,,,,,
8,NCT00898209,Not PM,,,,,,,,,
8,NCT00899132,Not PM,,,,,,,,,
8,NCT00900328,Not PM,,,,,,,,,
8,NCT00905463,Not PM,,,,,,,,,
8,NCT00918203,Not PM,,,,,,,,,
8,NCT00923884,Human PM,More Specific,Different Variant,EML4-ALK Fusion transcript,,,,,Matches,Not Discussed
8,NCT00924209,Not PM,,,,,,,,,
8,NCT00932451,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Not Discussed
8,NCT00932893,Not PM,,,,,,,,,
8,NCT00939770,Human PM,Not Disease,Different Variant,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT00948207,Not PM,,,,,,,,,
8,NCT00956852,Not PM,,,,,,,,,
8,NCT00958321,Not PM,,,,,,,,,
8,NCT00965731,Not PM,,,,,,,,,
8,NCT00973427,Not PM,,,,,,,,,
8,NCT00974610,Not PM,,,,,,,,,
8,NCT00997724,Not PM,,,,,,,,,
8,NCT01004510,Not PM,,,,,,,,,
8,NCT01004731,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01008891,Not PM,,,,,,,,,
8,NCT01012401,Not PM,,,,,,,,,
8,NCT01023828,Not PM,,,,,,,,,
8,NCT01026025,Not PM,,,,,,,,,
8,NCT01026467,Not PM,,,,,,,,,
8,NCT01035463,Not PM,,,,,,,,,
8,NCT01040312,Not PM,,,,,,,,,
8,NCT01049776,Not PM,,,,,,,,,
8,NCT01050036,Not PM,,,,,,,,,
8,NCT01051934,Not PM,,,,,,,,,
8,NCT01057043,Not PM,,,,,,,,,
8,NCT01058811,Not PM,,,,,,,,,
8,NCT01059552,Not PM,,,,,,,,,
8,NCT01079481,Not PM,,,,,,,,,
8,NCT01100840,Not PM,,,,,,,,,
8,NCT01121588,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Not Discussed
8,NCT01124864,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01130285,Not PM,,,,,,,,,
8,NCT01131234,Not PM,,,,,,,,,
8,NCT01134406,Not PM,,,,,,,,,
8,NCT01140958,Not PM,,,,,,,,,
8,NCT01141686,Not PM,,,,,,,,,
8,NCT01141842,Not PM,,,,,,,,,
8,NCT01141946,Not PM,,,,,,,,,
8,NCT01143545,Not PM,,,,,,,,,
8,NCT01154140,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01163058,Not PM,,,,,,,,,
8,NCT01188889,Not PM,,,,,,,,,
8,NCT01192256,Not PM,,,,,,,,,
8,NCT01203579,Not PM,,,,,,,,,
8,NCT01207986,Not PM,,,,,,,,,
8,NCT01228435,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01229150,Not PM,,,,,,,,,
8,NCT01237171,Not PM,,,,,,,,,
8,NCT01249443,Not PM,,,,,,,,,
8,NCT01255150,Not PM,,,,,,,,,
8,NCT01257308,Not PM,,,,,,,,,
8,NCT01258868,Not PM,,,,,,,,,
8,NCT01269398,Not PM,,,,,,,,,
8,NCT01300429,Not PM,,,,,,,,,
8,NCT01306045,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01310465,Not PM,,,,,,,,,
8,NCT01320397,Not PM,,,,,,,,,
8,NCT01321281,Not PM,,,,,,,,,
8,NCT01336920,Human PM,Not Disease,Missing Variant,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01337037,Not PM,,,,,,,,,
8,NCT01343173,Not PM,,,,,,,,,
8,NCT01354860,Not PM,,,,,,,,,
8,NCT01360931,Not PM,,,,,,,,,
8,NCT01365754,Not PM,,,,,,,,,
8,NCT01383408,Not PM,,,,,,,,,
8,NCT01385722,Not PM,,,,,,,,,
8,NCT01386203,Not PM,,,,,,,,,
8,NCT01389739,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Not Discussed
8,NCT01392352,Not PM,,,,,,,,,
8,NCT01399541,Not PM,,,,,,,,,
8,NCT01409122,Not PM,,,,,,,,,
8,NCT01434784,Not PM,,,,,,,,,
8,NCT01441128,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01449461,Human PM,More Specific,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01452971,Not PM,,,,,,,,,
8,NCT01454102,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01454804,Not PM,,,,,,,,,
8,NCT01458067,Not PM,,,,,,,,,
8,NCT01465854,Not PM,,,,,,,,,
8,NCT01487499,Not PM,,,,,,,,,
8,NCT01494883,Not PM,,,,,,,,,
8,NCT01500824,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01522820,Not PM,,,,,,,,,
8,NCT01522833,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01533233,Not PM,,,,,,,,,
8,NCT01546233,Not PM,,,,,,,,,
8,NCT01562015,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Not Discussed
8,NCT01564836,Not PM,,,,,,,,,
8,NCT01574300,Not PM,,,,,,,,,
8,NCT01579994,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01580332,Not PM,,,,,,,,,
8,NCT01580579,Not PM,,,,,,,,,
8,NCT01585675,Not PM,,,,,,,,,
8,NCT01595217,Not PM,,,,,,,,,
8,NCT01596374,Not PM,,,,,,,,,
8,NCT01605214,Not PM,,,,,,,,,
8,NCT01610570,Not PM,,,,,,,,,
8,NCT01619501,Not PM,,,,,,,,,
8,NCT01620853,Not PM,,,,,,,,,
8,NCT01625234,Human PM,Exact,Missing Variant,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01628198,Not PM,,,,,,,,,
8,NCT01631136,Not PM,,,,,,,,,
8,NCT01631526,Not PM,,,,,,,,,
8,NCT01637597,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01638533,Not PM,,,,,,,,,
8,NCT01639001,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01642342,Not PM,,,,,,,,,
8,NCT01654081,Human PM,Exact,Missing Variant,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01660087,Not PM,,,,,,,,,
8,NCT01662635,Not PM,,,,,,,,,
8,NCT01663155,Not PM,,,,,,,,,
8,NCT01666860,Not PM,,,,,,,,,
8,NCT01666977,Not PM,,,,,,,,,
8,NCT01668511,Not PM,,,,,,,,,
8,NCT01670786,Not PM,,,,,,,,,
8,NCT01699217,Not PM,,,,,,,,,
8,NCT01700400,Not PM,,,,,,,,,
8,NCT01700582,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Not Discussed
8,NCT01703338,Not PM,,,,,,,,,
8,NCT01703780,Not PM,,,,,,,,,
8,NCT01708954,Not PM,,,,,,,,,
8,NCT01710319,Not PM,,,,,,,,,
8,NCT01725165,Not PM,,,,,,,,,
8,NCT01761890,Not PM,,,,,,,,,
8,NCT01762969,Not PM,,,,,,,,,
8,NCT01764906,Not PM,,,,,,,,,
8,NCT01772797,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01774526,Not PM,,,,,,,,,
8,NCT01774578,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01775943,Not PM,,,,,,,,,
8,NCT01801111,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01803282,Human PM,More Specific,Missing Variant,EML4-ALK Fusion transcript,,,,,Matches,Not Discussed
8,NCT01810848,Not PM,,,,,,,,,
8,NCT01822496,Not PM,,,,,,,,,
8,NCT01823068,Not PM,,,,,,,,,
8,NCT01823094,Not PM,,,,,,,,,
8,NCT01828099,Human PM,Exact,Missing Variant,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01828112,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01835925,Not PM,,,,,,,,,
8,NCT01839955,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01846143,Not PM,,,,,,,,,
8,NCT01850303,Not PM,,,,,,,,,
8,NCT01852838,Not PM,,,,,,,,,
8,NCT01854866,Not PM,,,,,,,,,
8,NCT01856322,Not PM,,,,,,,,,
8,NCT01862536,Not PM,,,,,,,,,
8,NCT01871805,Not PM,,,,,,,,,
8,NCT01878149,Not PM,,,,,,,,,
8,NCT01885754,Not PM,,,,,,,,,
8,NCT01911507,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01914120,Not PM,,,,,,,,,
8,NCT01922583,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01924416,Not PM,,,,,,,,,
8,NCT01928836,Not PM,,,,,,,,,
8,NCT01930474,Not PM,,,,,,,,,
8,NCT01932229,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Not Discussed
8,NCT01935336,Not PM,,,,,,,,,
8,NCT01941303,Not PM,,,,,,,,,
8,NCT01945021,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01949259,Not PM,,,,,,,,,
8,NCT01949701,Not PM,,,,,,,,,
8,NCT01950156,Not PM,,,,,,,,,
8,NCT01950585,Not PM,,,,,,,,,
8,NCT01951586,Not PM,,,,,,,,,
8,NCT01955057,Not PM,,,,,,,,,
8,NCT01955343,Not PM,,,,,,,,,
8,NCT01963533,Human PM,Exact,Missing Gene,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01964157,Not PM,,,,,,,,,
8,NCT01970865,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01982045,Not PM,,,,,,,,,
8,NCT01982149,Not PM,,,,,,,,,
8,NCT01985633,Not PM,,,,,,,,,
8,NCT01986595,Not PM,,,,,,,,,
8,NCT01986946,Not PM,,,,,,,,,
8,NCT01994057,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01995188,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01998126,Human PM,Exact,Exact,EML4-ALK Fusion transcript,,,,,Matches,Matches
8,NCT01998425,Not PM,,,,,,,,,
8,NCT01999621,Not PM,,,,,,,,,
8,NCT01999673,Not PM,,,,,,,,,
8,NCT01999881,Not PM,,,,,,,,,
